epoch,learning_rate,step,train_acc_epoch,train_acc_step,train_f1_epoch,train_f1_step,train_loss_epoch,train_loss_step,val_acc,val_f1,val_loss
0,,49,,0.8125,,0.8339768648147583,,0.36473333835601807,,,
0,,99,,0.796875,,0.8324324488639832,,0.4270574152469635,,,
0,,149,,0.90625,,0.9318181872367859,,0.2237021028995514,,,
0,,199,,0.828125,,0.8753799200057983,,0.4127117395401001,,,
0,,249,,0.8125,,0.8461538553237915,,0.34599512815475464,,,
0,,299,,0.90625,,0.9328063726425171,,0.24114477634429932,,,
0,,349,,0.953125,,0.9639953374862671,,0.3798352777957916,,,
0,,399,,0.96875,,0.9767441749572754,,0.1369941532611847,,,
0,,449,,0.875,,0.8958470821380615,,0.3050988018512726,,,
0,,499,,0.875,,0.9143950343132019,,0.22746999561786652,,,
0,,549,,0.921875,,0.9354037046432495,,0.12257041037082672,,,
0,,599,,0.84375,,0.8831169009208679,,0.44613271951675415,,,
0,,649,,0.9375,,0.9512195587158203,,0.1565442979335785,,,
0,,699,,0.890625,,0.919133186340332,,0.27341604232788086,,,
0,,749,,0.84375,,0.8886690139770508,,0.2437668740749359,,,
0,,799,,0.890625,,0.9127086400985718,,0.20258036255836487,,,
0,,849,,0.921875,,0.9413067698478699,,0.16770793497562408,,,
0,,899,,0.984375,,0.9864864945411682,,0.11545050144195557,,,
0,,949,,0.875,,0.8947368860244751,,0.16886615753173828,,,
0,,999,,0.84375,,0.8749217987060547,,0.283713698387146,,,
0,,1049,,0.9375,,0.954451322555542,,0.35195475816726685,,,
0,,1099,,0.9375,,0.9411764740943909,,0.19756880402565002,,,
0,,1149,,0.9375,,0.9580419063568115,,0.19111336767673492,,,
0,,1199,,0.890625,,0.910897433757782,,0.2113390862941742,,,
0,,1209,,,,,,,0.9199400544166565,0.9425588846206665,0.1913566291332245
0,0.0010000003967434168,1209,0.8800294399261475,,0.9079287052154541,,0.26443296670913696,,,,
1,,1249,,0.890625,,0.9174972772598267,,0.32431691884994507,,,
1,,1299,,0.90625,,0.9235588908195496,,0.1478431522846222,,,
1,,1349,,0.875,,0.9069263935089111,,0.214808389544487,,,
1,,1399,,1.0,,1.0,,0.04221341758966446,,,
1,,1449,,0.921875,,0.9439071416854858,,0.1592961847782135,,,
1,,1499,,0.921875,,0.9466666579246521,,0.21614883840084076,,,
1,,1549,,0.90625,,0.9296236038208008,,0.1634705662727356,,,
1,,1599,,0.875,,0.9039039015769958,,0.25845974683761597,,,
1,,1649,,0.953125,,0.9650776386260986,,0.15004763007164001,,,
1,,1699,,0.921875,,0.9468085169792175,,0.17901581525802612,,,
1,,1749,,0.921875,,0.9363095164299011,,0.2065391093492508,,,
1,,1799,,0.890625,,0.9169435501098633,,0.2668032944202423,,,
1,,1849,,0.9375,,0.9564393758773804,,0.1321299821138382,,,
1,,1899,,0.90625,,0.9386733770370483,,0.4036422371864319,,,
1,,1949,,0.890625,,0.9199364185333252,,0.16371005773544312,,,
1,,1999,,0.921875,,0.9407051205635071,,0.14913153648376465,,,
1,,2049,,0.859375,,0.8863636255264282,,0.26042962074279785,,,
1,,2099,,0.875,,0.8936877250671387,,0.3296060860157013,,,
1,,2149,,0.90625,,0.9245757460594177,,0.18018782138824463,,,
1,,2199,,0.9375,,0.9594771265983582,,0.11620068550109863,,,
1,,2249,,0.921875,,0.9471794962882996,,0.19119367003440857,,,
1,,2299,,0.953125,,0.9688888788223267,,0.1189938485622406,,,
1,,2349,,0.9375,,0.9545454382896423,,0.10080426931381226,,,
1,,2399,,0.90625,,0.9283860921859741,,0.15621617436408997,,,
1,,2419,,,,,,,0.8998346328735352,0.9223377704620361,0.2172105759382248
1,0.0010000003967434168,2419,0.9125901460647583,,0.9338514804840088,,0.19890917837619781,,,,
2,,2449,,0.90625,,0.936170220375061,,0.1978262960910797,,,
2,,2499,,0.953125,,0.9676225781440735,,0.20359013974666595,,,
2,,2549,,0.90625,,0.9316239356994629,,0.1837829053401947,,,
2,,2599,,0.96875,,0.9777337908744812,,0.08558623492717743,,,
2,,2649,,0.9375,,0.958276629447937,,0.15202930569648743,,,
2,,2699,,0.875,,0.9018136262893677,,0.19098109006881714,,,
2,,2749,,0.90625,,0.9340028762817383,,0.21050812304019928,,,
2,,2799,,0.921875,,0.9476950168609619,,0.1272202432155609,,,
2,,2849,,0.90625,,0.9307359457015991,,0.14442232251167297,,,
2,,2899,,0.96875,,0.9772727489471436,,0.09264007210731506,,,
2,,2949,,0.953125,,0.9594594240188599,,0.13293953239917755,,,
2,,2999,,0.90625,,0.9347826242446899,,0.17718124389648438,,,
2,,3049,,0.921875,,0.9497548937797546,,0.2185823768377304,,,
2,,3099,,0.9375,,0.9532608985900879,,0.15611883997917175,,,
2,,3149,,0.953125,,0.9651162624359131,,0.13687197864055634,,,
2,,3199,,0.890625,,0.910897433757782,,0.29935768246650696,,,
2,,3249,,0.875,,0.8930402994155884,,0.33794039487838745,,,
2,,3299,,0.984375,,0.9893617033958435,,0.10160034894943237,,,
2,,3349,,0.953125,,0.9615384340286255,,0.12879140675067902,,,
2,,3399,,0.953125,,0.9600313305854797,,0.10225030779838562,,,
2,,3449,,0.890625,,0.889983594417572,,0.20125459134578705,,,
2,,3499,,0.953125,,0.9680567979812622,,0.09301868081092834,,,
2,,3549,,0.90625,,0.9194444417953491,,0.1810922920703888,,,
2,,3599,,0.9375,,0.9555336236953735,,0.29997414350509644,,,
2,,3629,,,,,,,0.9037626385688782,0.9302051663398743,0.24607577919960022
2,0.0010000003967434168,3629,0.9253947138786316,,0.9434579610824585,,0.16784562170505524,,,,
3,,3649,,0.953125,,0.9638888835906982,,0.11442965269088745,,,
3,,3699,,0.9375,,0.949999988079071,,0.10425834357738495,,,
3,,3749,,0.90625,,0.9236842393875122,,0.18775421380996704,,,
3,,3799,,0.921875,,0.9499589800834656,,0.1145930290222168,,,
3,,3849,,0.984375,,0.9888888597488403,,0.05792461708188057,,,
3,,3899,,0.90625,,0.9328063726425171,,0.14917132258415222,,,
3,,3949,,0.90625,,0.9299999475479126,,0.15582656860351562,,,
3,,3999,,0.96875,,0.9800000190734863,,0.13304658234119415,,,
3,,4049,,0.90625,,0.9267677068710327,,0.1375388503074646,,,
3,,4099,,0.953125,,0.9614864587783813,,0.06721746921539307,,,
3,,4149,,0.875,,0.910223126411438,,0.20442260801792145,,,
3,,4199,,0.96875,,0.9766937494277954,,0.09010739624500275,,,
3,,4249,,0.9375,,0.9534883499145508,,0.19200600683689117,,,
3,,4299,,0.953125,,0.9600270986557007,,0.08431342244148254,,,
3,,4349,,0.953125,,0.9666343927383423,,0.08010019361972809,,,
3,,4399,,0.875,,0.9138321876525879,,0.2295985221862793,,,
3,,4449,,0.9375,,0.9513343572616577,,0.12716680765151978,,,
3,,4499,,0.921875,,0.9458333253860474,,0.2474372684955597,,,
3,,4549,,0.96875,,0.976068377494812,,0.0759105235338211,,,
3,,4599,,0.90625,,0.9302059412002563,,0.13820406794548035,,,
3,,4649,,0.921875,,0.9489707946777344,,0.15729105472564697,,,
3,,4699,,0.9375,,0.9560283422470093,,0.10076209157705307,,,
3,,4749,,0.96875,,0.9748585820198059,,0.0696953684091568,,,
3,,4799,,0.9375,,0.9487179517745972,,0.17742787301540375,,,
