epoch,learning_rate,step,train_acc_epoch,train_acc_step,train_f1_epoch,train_f1_step,train_loss_epoch,train_loss_step,val_acc,val_f1,val_loss
0,,49,,0.453125,,0.3579670190811157,,1.259901523590088,,,
0,,99,,0.65625,,0.4607628285884857,,0.6727653741836548,,,
0,,149,,0.640625,,0.5614469051361084,,0.7766406536102295,,,
0,,199,,0.734375,,0.7329365015029907,,0.597489058971405,,,
0,,249,,0.640625,,0.5072386264801025,,0.5191630721092224,,,
0,,299,,0.71875,,0.6889513731002808,,0.44212478399276733,,,
0,,349,,0.640625,,0.562628984451294,,0.5197176933288574,,,
0,,399,,0.859375,,0.8334280252456665,,0.29508018493652344,,,
0,,449,,0.71875,,0.6876987218856812,,0.41151654720306396,,,
0,,499,,0.84375,,0.7688813805580139,,0.3412962555885315,,,
0,,549,,0.84375,,0.7414271235466003,,0.3887631893157959,,,
0,,599,,0.765625,,0.7454846501350403,,0.37978842854499817,,,
0,,649,,0.8125,,0.7370547652244568,,0.314821720123291,,,
0,,699,,0.703125,,0.6266865134239197,,0.6102337837219238,,,
0,,749,,0.765625,,0.6833549737930298,,0.618736743927002,,,
0,,799,,0.6875,,0.5157796740531921,,0.6165005564689636,,,
0,,849,,0.875,,0.7687255144119263,,0.3084992468357086,,,
0,,899,,0.734375,,0.6593254208564758,,0.5169256925582886,,,
0,,949,,0.671875,,0.5889002084732056,,0.447009801864624,,,
0,,999,,0.71875,,0.6957126259803772,,0.47944533824920654,,,
0,,1049,,0.8125,,0.6998790502548218,,0.3915259838104248,,,
0,,1099,,0.765625,,0.6854466199874878,,0.2952640950679779,,,
0,,1149,,0.78125,,0.778697669506073,,0.3361937701702118,,,
0,,1199,,0.765625,,0.7255678176879883,,0.2943685054779053,,,
0,,1209,,,,,,,0.7860760688781738,0.7105762362480164,0.6257971525192261
0,0.0010000003967434168,1209,0.7443987727165222,,0.6796736717224121,,0.48921483755111694,,,,
1,,1249,,0.71875,,0.6944608688354492,,0.38957101106643677,,,
1,,1299,,0.765625,,0.7270923852920532,,0.3942314386367798,,,
1,,1349,,0.796875,,0.692912220954895,,0.26773568987846375,,,
1,,1399,,0.84375,,0.7966502904891968,,0.3011751174926758,,,
1,,1449,,0.828125,,0.7455383539199829,,0.2175803780555725,,,
1,,1499,,0.890625,,0.8438062071800232,,0.16164067387580872,,,
1,,1549,,0.765625,,0.7292929887771606,,0.5182167291641235,,,
1,,1599,,0.828125,,0.7742910385131836,,0.29414352774620056,,,
1,,1649,,0.921875,,0.8308675289154053,,0.16761738061904907,,,
1,,1699,,0.875,,0.7958320379257202,,0.2921167016029358,,,
1,,1749,,0.78125,,0.7510507106781006,,0.3578353226184845,,,
1,,1799,,0.796875,,0.7936887741088867,,0.29223743081092834,,,
1,,1849,,0.890625,,0.8252473473548889,,0.2310214340686798,,,
1,,1899,,0.859375,,0.849312961101532,,0.4510936439037323,,,
1,,1949,,0.921875,,0.9143097996711731,,0.17894698679447174,,,
1,,1999,,0.828125,,0.7593674659729004,,0.22217562794685364,,,
1,,2049,,0.796875,,0.7016775012016296,,0.3042460083961487,,,
1,,2099,,0.84375,,0.815374493598938,,0.14668454229831696,,,
1,,2149,,0.875,,0.8075100183486938,,0.2512635886669159,,,
1,,2199,,0.859375,,0.8426893949508667,,0.16941042244434357,,,
1,,2249,,0.78125,,0.6614199876785278,,0.4641067683696747,,,
1,,2299,,0.90625,,0.9071969985961914,,0.18074816465377808,,,
1,,2349,,0.8125,,0.702410101890564,,0.39059287309646606,,,
1,,2399,,0.859375,,0.7821657657623291,,0.21300245821475983,,,
1,,2419,,,,,,,0.8648439049720764,0.8276072144508362,0.37557005882263184
1,0.0010000003967434168,2419,0.823397159576416,,0.7681131958961487,,0.30073466897010803,,,,
2,,2449,,0.8125,,0.78296959400177,,0.338316410779953,,,
2,,2499,,0.8125,,0.7330590486526489,,0.3072158098220825,,,
2,,2549,,0.875,,0.8668273687362671,,0.18522731959819794,,,
2,,2599,,0.890625,,0.8127813339233398,,0.1323893964290619,,,
2,,2649,,0.875,,0.8124755024909973,,0.24093252420425415,,,
2,,2699,,0.875,,0.8184013366699219,,0.22441968321800232,,,
2,,2749,,0.84375,,0.8690539598464966,,0.23415902256965637,,,
2,,2799,,0.96875,,0.9699404835700989,,0.075884610414505,,,
2,,2849,,0.84375,,0.8018829822540283,,0.21225684881210327,,,
2,,2899,,0.90625,,0.8818452954292297,,0.186783567070961,,,
2,,2949,,0.8125,,0.752122163772583,,0.30924370884895325,,,
2,,2999,,0.84375,,0.8616605997085571,,0.256849080324173,,,
2,,3049,,0.90625,,0.8586968779563904,,0.23073357343673706,,,
2,,3099,,0.828125,,0.8195763826370239,,0.22622241079807281,,,
2,,3149,,0.875,,0.8960317969322205,,0.2693270444869995,,,
2,,3199,,0.796875,,0.7066115736961365,,0.24049997329711914,,,
2,,3249,,0.71875,,0.6309511661529541,,0.4086828827857971,,,
2,,3299,,0.875,,0.8664923906326294,,0.42929261922836304,,,
2,,3349,,0.84375,,0.8307246565818787,,0.2300489842891693,,,
2,,3399,,0.84375,,0.7443783283233643,,0.20385806262493134,,,
2,,3449,,0.84375,,0.7990956902503967,,0.26250219345092773,,,
2,,3499,,0.953125,,0.9135531187057495,,0.09094658493995667,,,
2,,3549,,0.875,,0.8435661196708679,,0.14472687244415283,,,
2,,3599,,0.921875,,0.8911266326904297,,0.10701382160186768,,,
2,,3629,,,,,,,0.8502687811851501,0.802160918712616,0.40635406970977783
2,0.0010000003967434168,3629,0.8457632660865784,,0.7960826754570007,,0.2536236345767975,,,,
3,,3649,,0.921875,,0.8203060626983643,,0.20000389218330383,,,
3,,3699,,0.90625,,0.8268039226531982,,0.08712823688983917,,,
3,,3749,,0.84375,,0.8042927980422974,,0.13519734144210815,,,
3,,3799,,0.9375,,0.8667087554931641,,0.15916773676872253,,,
3,,3849,,0.953125,,0.951583743095398,,0.126715749502182,,,
