epoch,learning_rate,step,train_acc_epoch,train_acc_step,train_f1_epoch,train_f1_step,train_loss_epoch,train_loss_step,val_acc,val_f1,val_loss
0,,49,,0.75,,0.6038815379142761,,0.6576538681983948,,,
0,,99,,0.71875,,0.5794212818145752,,0.677014946937561,,,
0,,149,,0.78125,,0.6788265705108643,,0.5277594327926636,,,
0,,199,,0.796875,,0.7919048070907593,,0.5283907651901245,,,
0,,249,,0.796875,,0.6819489598274231,,0.46605435013771057,,,
0,,299,,0.84375,,0.7439484596252441,,0.40474745631217957,,,
0,,349,,0.796875,,0.6695472002029419,,0.546820878982544,,,
0,,399,,0.90625,,0.80600905418396,,0.2732624113559723,,,
0,,449,,0.828125,,0.7424374222755432,,0.37836748361587524,,,
0,,499,,0.859375,,0.7988971471786499,,0.3030673563480377,,,
0,,549,,0.90625,,0.7897759675979614,,0.2838093638420105,,,
0,,599,,0.828125,,0.7874675989151001,,0.4860265254974365,,,
0,,649,,0.9375,,0.8998802900314331,,0.23553898930549622,,,
0,,699,,0.765625,,0.6954687833786011,,0.5661216974258423,,,
0,,749,,0.8125,,0.6562963724136353,,0.459556519985199,,,
0,,799,,0.8125,,0.6486281156539917,,0.39608240127563477,,,
0,,849,,0.890625,,0.7582733631134033,,0.23531150817871094,,,
0,,899,,0.796875,,0.6296131610870361,,0.48081934452056885,,,
0,,949,,0.828125,,0.7598786354064941,,0.4693097472190857,,,
0,,999,,0.8125,,0.745707094669342,,0.4355892539024353,,,
0,,1049,,0.828125,,0.7468989491462708,,0.3920653164386749,,,
0,,1099,,0.890625,,0.7746032476425171,,0.27877116203308105,,,
0,,1149,,0.875,,0.7943452596664429,,0.271573930978775,,,
0,,1199,,0.875,,0.8161722421646118,,0.3361317217350006,,,
0,,1209,,,,,,,0.837657630443573,0.7519358396530151,0.44880616664886475
0,0.0010000003967434168,1209,0.8246634006500244,,0.7381063103675842,,0.4631403982639313,,,,
1,,1249,,0.828125,,0.7702494859695435,,0.35909032821655273,,,
1,,1299,,0.84375,,0.7327381372451782,,0.37218862771987915,,,
1,,1349,,0.875,,0.7407466173171997,,0.2897159457206726,,,
1,,1399,,0.921875,,0.8795306086540222,,0.1933671534061432,,,
1,,1449,,0.921875,,0.8809854984283447,,0.2384151816368103,,,
1,,1499,,0.90625,,0.7826389074325562,,0.22919440269470215,,,
1,,1549,,0.8125,,0.7057265043258667,,0.39033254981040955,,,
1,,1599,,0.84375,,0.7314141988754272,,0.42581647634506226,,,
1,,1649,,0.875,,0.8292353749275208,,0.2641342282295227,,,
1,,1699,,0.875,,0.7334649562835693,,0.359219491481781,,,
1,,1749,,0.859375,,0.7675365209579468,,0.33098462224006653,,,
1,,1799,,0.859375,,0.8623809814453125,,0.28162020444869995,,,
1,,1849,,0.90625,,0.9119048118591309,,0.2817239761352539,,,
1,,1899,,0.859375,,0.799254298210144,,0.4444928467273712,,,
1,,1949,,0.859375,,0.8207709789276123,,0.31658995151519775,,,
1,,1999,,0.90625,,0.8234392404556274,,0.24087809026241302,,,
1,,2049,,0.859375,,0.7494404315948486,,0.27437159419059753,,,
1,,2099,,0.90625,,0.836326539516449,,0.2737709879875183,,,
1,,2149,,0.953125,,0.9258503913879395,,0.18735158443450928,,,
1,,2199,,0.921875,,0.8755555748939514,,0.2524740993976593,,,
1,,2249,,0.875,,0.7767719626426697,,0.2735583186149597,,,
1,,2299,,0.96875,,0.934603214263916,,0.169598788022995,,,
1,,2349,,0.859375,,0.7655940055847168,,0.27630436420440674,,,
1,,2399,,0.90625,,0.8692308068275452,,0.1779312789440155,,,
1,,2419,,,,,,,0.873578667640686,0.8123958110809326,0.3214232325553894
1,0.0010000003967434168,2419,0.8766829371452332,,0.8086798787117004,,0.31177714467048645,,,,
2,,2449,,0.84375,,0.7873929738998413,,0.33929675817489624,,,
2,,2499,,0.875,,0.8199573159217834,,0.29104435443878174,,,
2,,2549,,0.875,,0.7945892810821533,,0.2394729107618332,,,
2,,2599,,0.9375,,0.9381868839263916,,0.18190421164035797,,,
2,,2649,,0.859375,,0.8271995782852173,,0.2975645661354065,,,
2,,2699,,0.921875,,0.8628816604614258,,0.23476621508598328,,,
2,,2749,,0.890625,,0.887936532497406,,0.2940356135368347,,,
2,,2799,,0.890625,,0.8240337371826172,,0.171355739235878,,,
2,,2849,,0.921875,,0.8934205770492554,,0.13123252987861633,,,
2,,2899,,0.90625,,0.8087912797927856,,0.18825185298919678,,,
2,,2949,,0.90625,,0.8706066012382507,,0.3148196339607239,,,
2,,2999,,0.859375,,0.7866320013999939,,0.33429959416389465,,,
2,,3049,,0.9375,,0.8673077821731567,,0.22260859608650208,,,
2,,3099,,0.890625,,0.8252947330474854,,0.16989390552043915,,,
2,,3149,,0.890625,,0.7582621574401855,,0.2921293079853058,,,
2,,3199,,0.859375,,0.7100961208343506,,0.26227688789367676,,,
2,,3249,,0.875,,0.8063797950744629,,0.36537933349609375,,,
2,,3299,,0.921875,,0.8981196284294128,,0.2633310556411743,,,
2,,3349,,0.859375,,0.8302369117736816,,0.34576892852783203,,,
2,,3399,,0.9375,,0.8939105272293091,,0.17490935325622559,,,
2,,3449,,0.90625,,0.8388888835906982,,0.25542065501213074,,,
2,,3499,,1.0,,1.0,,0.10126594454050064,,,
2,,3549,,0.921875,,0.8423023223876953,,0.1363522708415985,,,
2,,3599,,0.921875,,0.8213064670562744,,0.2305324375629425,,,
2,,3629,,,,,,,0.8966818451881409,0.8319757580757141,0.2534128427505493
2,0.0010000003967434168,3629,0.8921622037887573,,0.831108033657074,,0.27059242129325867,,,,
3,,3649,,0.921875,,0.8892552256584167,,0.16844844818115234,,,
3,,3699,,1.0,,1.0,,0.08246228098869324,,,
3,,3749,,0.890625,,0.7968120574951172,,0.23015770316123962,,,
3,,3799,,0.9375,,0.8853968381881714,,0.23125368356704712,,,
3,,3849,,0.90625,,0.8769024014472961,,0.21249757707118988,,,
3,,3899,,0.96875,,0.9404761791229248,,0.13035403192043304,,,
3,,3949,,0.875,,0.8535337448120117,,0.1851171851158142,,,
3,,3999,,0.90625,,0.8852847218513489,,0.29283761978149414,,,
3,,4049,,0.90625,,0.8125,,0.247403085231781,,,
3,,4099,,0.890625,,0.7977475523948669,,0.2603912949562073,,,
3,,4149,,0.859375,,0.8272054195404053,,0.30282533168792725,,,
3,,4199,,0.921875,,0.883184552192688,,0.19190159440040588,,,
3,,4249,,0.890625,,0.8997669219970703,,0.21312564611434937,,,
3,,4299,,0.953125,,0.90625,,0.16130489110946655,,,
3,,4349,,0.921875,,0.8766667246818542,,0.22240540385246277,,,
3,,4399,,0.890625,,0.8623583316802979,,0.1938522458076477,,,
3,,4449,,0.90625,,0.8436386585235596,,0.21126624941825867,,,
3,,4499,,0.90625,,0.8923611640930176,,0.300808310508728,,,
3,,4549,,0.859375,,0.7046598792076111,,0.3502226769924164,,,
3,,4599,,0.9375,,0.8492578268051147,,0.11857141554355621,,,
3,,4649,,0.921875,,0.872619092464447,,0.29527848958969116,,,
3,,4699,,0.9375,,0.8911064863204956,,0.1541195958852768,,,
3,,4749,,0.890625,,0.8237408399581909,,0.2061232030391693,,,
3,,4799,,0.90625,,0.8072649836540222,,0.20992662012577057,,,
3,,4839,,,,,,,0.8864482045173645,0.8141875267028809,0.28093257546424866
3,0.0010000003967434168,4839,0.901400625705719,,0.8434711694717407,,0.24827751517295837,,,,
4,,4849,,0.84375,,0.751375675201416,,0.2908884286880493,,,
4,,4899,,0.984375,,0.9942410588264465,,0.1406240463256836,,,
4,,4949,,0.953125,,0.8653846979141235,,0.11731575429439545,,,
4,,4999,,0.953125,,0.8860411047935486,,0.11282922327518463,,,
4,,5049,,0.875,,0.8751735687255859,,0.33669161796569824,,,
4,,5099,,0.890625,,0.8455235362052917,,0.2773457169532776,,,
4,,5149,,0.90625,,0.8480409383773804,,0.23676130175590515,,,
4,,5199,,0.9375,,0.9115689992904663,,0.17242348194122314,,,
4,,5249,,0.875,,0.8025614023208618,,0.24658694863319397,,,
4,,5299,,0.890625,,0.8152809143066406,,0.3557516634464264,,,
4,,5349,,0.90625,,0.8438462018966675,,0.15080103278160095,,,
4,,5399,,0.90625,,0.8819736242294312,,0.22110097110271454,,,
4,,5449,,0.875,,0.8469516634941101,,0.3128635883331299,,,
4,,5499,,0.859375,,0.7680159211158752,,0.39352595806121826,,,
4,,5549,,0.9375,,0.850915789604187,,0.26058727502822876,,,
4,,5599,,0.84375,,0.773649275302887,,0.2954273819923401,,,
4,,5649,,0.859375,,0.7827922105789185,,0.35860955715179443,,,
4,,5699,,0.953125,,0.9096296429634094,,0.15677373111248016,,,
4,,5749,,0.859375,,0.8387997150421143,,0.25115129351615906,,,
4,,5799,,0.90625,,0.8498169183731079,,0.20157760381698608,,,
4,,5849,,0.921875,,0.8805603981018066,,0.18649619817733765,,,
4,,5899,,0.96875,,0.9506493806838989,,0.11706355214118958,,,
4,,5949,,0.875,,0.7965136170387268,,0.2745450437068939,,,
4,,5999,,0.9375,,0.8777778148651123,,0.2465566247701645,,,
4,,6049,,0.7777777910232544,,0.6354166865348816,,0.7710079550743103,,,
4,,6049,,,,,,,0.904641330242157,0.8501455783843994,0.23570972681045532
4,0.0010000003967434168,6049,0.9065818786621094,,0.8496299386024475,,0.23155087232589722,,,,
5,,6099,,0.90625,,0.8554332256317139,,0.23563814163208008,,,
5,,6149,,0.9375,,0.9220433235168457,,0.21498051285743713,,,
5,,6199,,0.90625,,0.9149880409240723,,0.20749855041503906,,,
5,,6249,,0.96875,,0.948888897895813,,0.09754850715398788,,,
5,,6299,,0.921875,,0.8625680208206177,,0.1388498693704605,,,
5,,6349,,0.859375,,0.8221655488014221,,0.1986396312713623,,,
5,,6399,,0.9375,,0.8988360166549683,,0.15844905376434326,,,
5,,6449,,0.921875,,0.937729001045227,,0.1676575392484665,,,
5,,6499,,0.90625,,0.8597222566604614,,0.17613886296749115,,,
5,,6549,,0.921875,,0.8776710033416748,,0.13181248307228088,,,
5,,6599,,0.9375,,0.9241026043891907,,0.13505929708480835,,,
5,,6649,,0.9375,,0.8782986402511597,,0.1577053964138031,,,
5,,6699,,0.875,,0.8436203002929688,,0.23935334384441376,,,
5,,6749,,0.921875,,0.866996169090271,,0.1718730479478836,,,
5,,6799,,0.984375,,0.9591836929321289,,0.07403954118490219,,,
5,,6849,,0.9375,,0.8992588520050049,,0.15445010364055634,,,
5,,6899,,0.90625,,0.809961199760437,,0.18970483541488647,,,
5,,6949,,0.890625,,0.8963139057159424,,0.2257053256034851,,,
5,,6999,,0.921875,,0.9052679538726807,,0.12658458948135376,,,
5,,7049,,0.9375,,0.8284722566604614,,0.19646133482456207,,,
5,,7099,,0.921875,,0.8996598720550537,,0.16260556876659393,,,
5,,7149,,0.84375,,0.8315004110336304,,0.2723688781261444,,,
5,,7199,,0.9375,,0.8774305582046509,,0.11223229020833969,,,
5,,7249,,0.96875,,0.961904764175415,,0.13669772446155548,,,
5,,7259,,,,,,,0.9348253011703491,0.8897508978843689,0.1531214416027069
5,0.0001000012198346667,7259,0.9315321445465088,,0.8869434595108032,,0.1601584404706955,,,,
6,,7299,,0.953125,,0.9289434552192688,,0.10327714681625366,,,
6,,7349,,0.96875,,0.9010989665985107,,0.08004821836948395,,,
6,,7399,,0.859375,,0.8009265661239624,,0.23379942774772644,,,
6,,7449,,0.921875,,0.8783310055732727,,0.15997886657714844,,,
6,,7499,,0.890625,,0.8100733160972595,,0.17917655408382416,,,
6,,7549,,0.921875,,0.8557445406913757,,0.1426043063402176,,,
6,,7599,,0.90625,,0.8558869957923889,,0.18070805072784424,,,
6,,7649,,0.9375,,0.8346922397613525,,0.16578835248947144,,,
6,,7699,,0.953125,,0.9305555820465088,,0.09726499766111374,,,
6,,7749,,0.96875,,0.9773654937744141,,0.15212884545326233,,,
6,,7799,,1.0,,1.0,,0.056149061769247055,,,
6,,7849,,0.9375,,0.8909322619438171,,0.13734084367752075,,,
6,,7899,,0.9375,,0.8385487794876099,,0.1317426860332489,,,
6,,7949,,0.9375,,0.8356422185897827,,0.15923640131950378,,,
6,,7999,,0.9375,,0.8968254327774048,,0.13967588543891907,,,
6,,8049,,0.90625,,0.8817708492279053,,0.17569038271903992,,,
6,,8099,,0.921875,,0.8744754791259766,,0.3229532539844513,,,
