epoch,learning_rate,step,train_acc_epoch,train_acc_step,train_f1_epoch,train_f1_step,train_loss_epoch,train_loss_step,val_acc,val_f1,val_loss
0,,49,,0.4375,,0.3500845432281494,,1.055898666381836,,,
0,,99,,0.59375,,0.531894862651825,,0.5832370519638062,,,
0,,149,,0.640625,,0.5593584775924683,,0.839216947555542,,,
0,,199,,0.671875,,0.6217799186706543,,0.4292144179344177,,,
0,,249,,0.671875,,0.5348994135856628,,0.6108590364456177,,,
0,,299,,0.65625,,0.621757447719574,,0.6077494621276855,,,
0,,349,,0.625,,0.5899514555931091,,0.5198004841804504,,,
0,,399,,0.828125,,0.7745338678359985,,0.2958728075027466,,,
0,,449,,0.6875,,0.6127451062202454,,0.34700220823287964,,,
0,,499,,0.765625,,0.6890246868133545,,0.39428406953811646,,,
0,,549,,0.796875,,0.7254674434661865,,0.38023459911346436,,,
0,,599,,0.75,,0.7583812475204468,,0.5223824381828308,,,
0,,649,,0.78125,,0.6666160821914673,,0.3420714735984802,,,
0,,699,,0.671875,,0.5713203549385071,,0.5768687725067139,,,
0,,749,,0.796875,,0.6729207634925842,,0.4271782636642456,,,
0,,799,,0.78125,,0.6923367977142334,,0.474635511636734,,,
0,,849,,0.828125,,0.669304609298706,,0.3649970591068268,,,
0,,899,,0.703125,,0.5438708066940308,,0.7185516953468323,,,
0,,949,,0.703125,,0.64391028881073,,0.457410603761673,,,
0,,999,,0.6875,,0.5983936786651611,,0.827392041683197,,,
0,,1049,,0.78125,,0.7611949443817139,,0.3576034903526306,,,
0,,1099,,0.765625,,0.7126961946487427,,0.4374190866947174,,,
0,,1149,,0.8125,,0.8106061220169067,,0.20114204287528992,,,
0,,1199,,0.671875,,0.5684343576431274,,0.4388473331928253,,,
0,,1209,,,,,,,0.6945937275886536,0.6689202785491943,1.0897279977798462
0,0.0010000003967434168,1209,0.7353025078773499,,0.6684736609458923,,0.5068520903587341,,,,
1,,1249,,0.765625,,0.7797729969024658,,0.3990541994571686,,,
1,,1299,,0.765625,,0.687209963798523,,0.4063430726528168,,,
1,,1349,,0.828125,,0.7720112800598145,,0.18851378560066223,,,
1,,1399,,0.796875,,0.6804842948913574,,0.405598908662796,,,
1,,1449,,0.765625,,0.7158044576644897,,0.2585286498069763,,,
1,,1499,,0.875,,0.8482351303100586,,0.1803513467311859,,,
1,,1549,,0.75,,0.6860798001289368,,0.686091423034668,,,
1,,1599,,0.796875,,0.7143773436546326,,0.4402408301830292,,,
1,,1649,,0.84375,,0.7221247553825378,,0.3084203600883484,,,
1,,1699,,0.8125,,0.7012813091278076,,0.3369101583957672,,,
1,,1749,,0.78125,,0.7082330584526062,,0.3490418791770935,,,
1,,1799,,0.78125,,0.7875971794128418,,0.29326486587524414,,,
1,,1849,,0.953125,,0.9555555582046509,,0.14704731106758118,,,
1,,1899,,0.84375,,0.8051115870475769,,0.45818257331848145,,,
1,,1949,,0.875,,0.8381901979446411,,0.22138327360153198,,,
1,,1999,,0.796875,,0.7268306016921997,,0.2267429232597351,,,
1,,2049,,0.734375,,0.6523164510726929,,0.2909061014652252,,,
1,,2099,,0.875,,0.8647702932357788,,0.17566391825675964,,,
1,,2149,,0.875,,0.8713247179985046,,0.2207212895154953,,,
1,,2199,,0.9375,,0.9054778814315796,,0.13439986109733582,,,
1,,2249,,0.78125,,0.7363348007202148,,0.3333600163459778,,,
1,,2299,,0.90625,,0.7965587377548218,,0.19258402287960052,,,
1,,2349,,0.796875,,0.6914718747138977,,0.2912772297859192,,,
1,,2399,,0.84375,,0.732221245765686,,0.1946277767419815,,,
1,,2419,,,,,,,0.8505271673202515,0.8059251308441162,0.4206937551498413
1,0.0010000003967434168,2419,0.8113290667533875,,0.7564110159873962,,0.32634469866752625,,,,
2,,2449,,0.75,,0.6801918148994446,,0.5606235265731812,,,
2,,2499,,0.875,,0.8104931712150574,,0.222490131855011,,,
2,,2549,,0.890625,,0.831833004951477,,0.265624463558197,,,
2,,2599,,0.890625,,0.8874695301055908,,0.11808346211910248,,,
2,,2649,,0.828125,,0.7810062766075134,,0.4318167567253113,,,
2,,2699,,0.8125,,0.7602092027664185,,0.1992444396018982,,,
2,,2749,,0.84375,,0.8771506547927856,,0.27040478587150574,,,
2,,2799,,0.90625,,0.8294756412506104,,0.22086754441261292,,,
2,,2849,,0.84375,,0.8066376447677612,,0.22927531599998474,,,
2,,2899,,0.90625,,0.8569841384887695,,0.10549016296863556,,,
2,,2949,,0.828125,,0.8025238513946533,,0.4448697865009308,,,
2,,2999,,0.828125,,0.7766101956367493,,0.2969461679458618,,,
2,,3049,,0.859375,,0.8334948420524597,,0.30376577377319336,,,
2,,3099,,0.8125,,0.7793963551521301,,0.2511847913265228,,,
2,,3149,,0.859375,,0.830673098564148,,0.29762792587280273,,,
2,,3199,,0.796875,,0.6820909976959229,,0.32911139726638794,,,
2,,3249,,0.671875,,0.6586339473724365,,0.44335463643074036,,,
2,,3299,,0.890625,,0.8948578834533691,,0.3729383945465088,,,
2,,3349,,0.859375,,0.8477544784545898,,0.2023644596338272,,,
2,,3399,,0.75,,0.6556422710418701,,0.28692787885665894,,,
2,,3449,,0.796875,,0.7905238270759583,,0.20023325085639954,,,
2,,3499,,0.90625,,0.8682484030723572,,0.1661958396434784,,,
2,,3549,,0.859375,,0.8058802485466003,,0.21251119673252106,,,
2,,3599,,0.859375,,0.7865564823150635,,0.22233054041862488,,,
2,,3629,,,,,,,0.8629315495491028,0.8190326690673828,0.3992405831813812
